"","mode","price.beach","price.pier","price.boat","price.charter","catch.beach","catch.pier","catch.boat","catch.charter","income","fold","logincome"
"482","charter",13.282,13.282,13.282,38.282,0.0678,0.0503,0.023,0.1648,1249.9998,6,7.13089867029633
"483","charter",108.974,108.974,139.656,174.656,0.0678,0.0789,0.0559,0.6456,3749.9999,6,8.22951109229779
"484","charter",216.216,216.216,88.374,123.374,0.5333,0.0069,0.0361,0.4216,2916.6666,1,7.97819666782641
"485","boat",139.656,139.656,108.974,132.974,0.1049,0.0451,0.1574,0.4671,3749.9999,9,8.22951109229779
"486","charter",113.256,113.256,88.374,112.374,0.1049,0.0451,0.0023,0.0046,2916.6666,4,7.97819666782641
"487","pier",129.574,129.574,147.186,176.186,0.0678,0.0789,0.1643,0.5391,4583.332,3,8.43018152351747
"488","charter",146.734,146.734,49.35,84.35,0.5333,0.0069,0.0361,0.4216,2083.3332,7,7.64172439006234
"489","beach",87.814,87.814,87.814,112.814,0.0678,0.0503,0.2601,0.5391,3749.9999,6,8.22951109229779
"490","charter",414.334,414.334,139.35,174.35,0.5333,0.4522,0.2413,1.0266,7083.3317,4,8.86549965509619
"491","boat",94.35,94.35,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4583.332,7,8.43018152351747
"492","beach",66.654,66.654,81.466,110.466,0.0678,0.0789,0.1643,0.5391,3749.9999,6,8.22951109229779
"493","charter",41.454,41.454,50.666,79.666,0.0678,0.0789,0.1643,0.5391,2083.3332,4,7.64172439006234
"494","boat",351.496,351.496,104.454,139.454,0.5333,0.4522,0.0156,0.0058,6250.0013,10,8.74033695073043
"495","pier",41.454,41.454,50.666,79.666,0.0678,0.0025,0.0499,0.2421,2083.3332,8,7.64172439006234
"496","pier",91.854,91.854,112.266,141.266,0.0678,0.0789,0.0014,0.0029,5416.6667,1,8.59723590524362
"497","charter",115.736,115.736,79.254,103.254,0.1049,0.0079,0.0613,0.3087,4583.332,6,8.43018152351747
"498","charter",41.454,41.454,60.536,95.536,0.0678,0.0789,0.0559,0.6456,2083.3332,7,7.64172439006234
"499","charter",50.666,50.666,60.536,90.036,0.0678,0.0052,0.0732,0.1726,2083.3332,8,7.64172439006234
"500","charter",139.496,139.496,41.454,76.454,0.5333,0.4522,0.0156,0.0058,2083.3332,6,7.64172439006234
"501","charter",351.496,351.496,104.454,139.454,0.5333,0.0069,0.0361,0.4216,6250.0013,8,8.74033695073043
"502","pier",54.054,54.054,66.066,95.066,0.0678,0.0789,0.1643,0.5391,2916.6666,4,7.97819666782641
"503","charter",181.896,181.896,54.054,89.054,0.5333,0.4522,0.2413,1.0266,2916.6666,7,7.97819666782641
"504","charter",28.854,28.854,35.266,64.266,0.0678,0.0025,0.0499,0.2421,1249.9998,5,7.13089867029633
"505","pier",23.736,23.736,23.736,42.236,0.2537,0.1498,0.0233,0.0219,416.66668,8,6.03228657362824
"506","charter",54.696,54.696,16.254,51.254,0.5333,0.4522,0.0156,0.0058,416.66668,3,6.03228657362824
"507","boat",28.854,28.854,35.266,64.266,0.0678,0.0789,0.0014,0.0029,1249.9998,8,7.13089867029633
"508","charter",56.074,56.074,92.046,127.046,0.0678,0.0789,0.0102,0.0209,3749.9999,4,8.22951109229779
"509","charter",260.406,260.406,66.674,101.674,0.5333,0.4522,0.0156,0.0058,4583.332,4,8.43018152351747
"510","charter",301.806,301.806,77.274,112.274,0.5333,0.4522,0.1665,0.3975,5416.6667,4,8.59723590524362
"511","boat",34.874,34.874,44.086,73.086,0.0678,0.0789,0.0971,0.1648,2083.3332,2,7.64172439006234
"512","charter",92.046,92.046,56.074,80.074,0.1049,0.0451,0.0238,0.0468,3749.9999,7,8.22951109229779
"513","boat",384.606,384.606,98.474,133.474,0.5333,0.4522,0.2413,1.0266,7083.3317,8,8.86549965509619
"514","charter",260.406,260.406,66.674,101.674,0.5333,0.4522,0.0156,0.0058,4583.332,3,8.43018152351747
"515","pier",34.874,34.874,44.086,73.086,0.0678,0.0789,0.0014,0.0029,2083.3332,8,7.64172439006234
"516","beach",97.686,97.686,97.686,122.686,0.0678,0.0052,0.1491,0.2421,5416.6667,3,8.59723590524362
"517","beach",44.086,44.086,44.086,69.086,0.0678,0.0503,0.2601,0.5391,2083.3332,1,7.64172439006234
"518","charter",53.406,53.406,13.674,48.674,0.5333,0.4522,0.0156,0.0058,416.66668,1,6.03228657362824
"519","charter",74.646,74.646,177.606,202.606,0.2537,0.1498,0.0531,0.0052,2916.6666,5,7.97819666782641
"520","pier",144.246,144.246,144.246,162.746,0.2537,0.1498,0.0233,0.0219,6250.0013,9,8.74033695073043
"521","charter",92.046,92.046,219.006,244.006,0.2537,0.1498,0.6817,2.3014,3749.9999,3,8.22951109229779
"522","pier",136.206,136.206,34.874,69.874,0.5333,0.4522,0.1665,0.3975,2083.3332,8,7.64172439006234
"523","boat",144.246,144.246,87.874,111.874,0.1049,0.0451,0.0023,0.0046,6250.0013,2,8.74033695073043
"524","beach",56.074,56.074,70.886,99.886,0.0678,0.0789,0.1643,0.5391,3749.9999,1,8.22951109229779
"525","charter",167.374,167.374,211.586,240.586,0.0678,0.0789,0.1643,0.5391,12499.998,6,9.43348376329038
"526","charter",136.206,136.206,34.874,69.874,0.5333,0.0069,0.0361,0.4216,2083.3332,8,7.64172439006234
"527","charter",260.406,260.406,66.674,101.674,0.5333,0.4522,0.2413,1.0266,4583.332,8,8.43018152351747
"528","boat",343.206,343.206,87.874,122.874,0.5333,0.4522,0.1665,0.3975,6250.0013,2,8.74033695073043
"529","charter",74.646,74.646,177.606,202.606,0.2537,0.1498,0.6817,2.3014,2916.6666,10,7.97819666782641
"530","boat",233.818,233.818,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999,5,8.22951109229779
"531","charter",343.206,343.206,87.874,122.874,0.5333,0.4522,0.0051,1.0266,6250.0013,8,8.74033695073043
"532","charter",219.006,219.006,56.074,91.074,0.5333,0.4522,0.2413,1.0266,3749.9999,10,8.22951109229779
"533","pier",87.874,87.874,111.086,140.086,0.0678,0.0025,0.0499,0.2421,6250.0013,5,8.74033695073043
"534","charter",177.606,177.606,45.474,80.474,0.5333,0.4522,0.0156,0.0058,2916.6666,8,7.97819666782641
"535","boat",104.048,104.048,70.604,94.604,0.1049,0.0451,0.1574,0.4671,7083.3317,9,8.86549965509619
"536","charter",151.008,151.008,32.604,67.604,0.5333,0.4522,0.0156,0.0058,2916.6666,1,7.97819666782641
"537","charter",101.004,101.004,212.64,241.64,0.0678,0.0789,0.0971,0.1648,10416.666,9,9.25116230249644
"538","charter",115.808,115.808,25.004,60.004,0.5333,0.4522,0.2413,1.0266,2083.3332,1,7.64172439006234
"539","charter",386.464,386.464,42.734,77.734,0.5333,0.4522,0.2413,1.0266,7083.3317,7,8.86549965509619
"540","boat",428.064,428.064,47.334,82.334,0.5333,0.0069,0.0361,0.4216,7916.6663,10,8.97672547447889
"541","charter",72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,2,7.97819666782641
"542","charter",88.872,88.872,24.334,48.334,0.1049,0.0079,0.0613,0.3087,3749.9999,1,8.22951109229779
"543","boat",305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,10,8.74033695073043
"544","boat",305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,4,8.74033695073043
"545","boat",54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,1,7.97819666782641
"546","boat",157.872,157.872,10.296,45.296,0.5333,0.0069,0.0361,0.4216,2916.6666,3,7.97819666782641
"547","boat",268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,9,8.59723590524362
"548","charter",84.272,84.272,5.496,40.496,0.5333,0.4522,0.2413,1.0266,1249.9998,4,7.13089867029633
"549","pier",10.534,10.534,13.74,42.74,0.0678,0.0789,0.1643,0.5391,1249.9998,2,7.13089867029633
"550","pier",24.334,24.334,31.74,60.74,0.0678,0.0025,0.0499,0.2421,3749.9999,1,8.22951109229779
"551","beach",15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2083.3332,4,7.64172439006234
"552","boat",88.872,88.872,24.334,48.334,0.1049,0.0451,0.0023,0.0046,3749.9999,4,8.22951109229779
"553","pier",38.134,38.134,49.74,78.74,0.0678,0.0025,0.0499,0.2421,6250.0013,10,8.74033695073043
"554","boat",88.872,88.872,24.334,48.334,0.1049,0.0451,0.1574,0.4671,3749.9999,4,8.22951109229779
"555","charter",72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,2,7.97819666782641
"556","charter",157.872,157.872,10.296,45.296,0.5333,0.4522,0.0156,0.0058,2916.6666,3,7.97819666782641
"557","boat",581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,2,9.43348376329038
"558","charter",341.872,341.872,22.296,57.296,0.5333,0.0069,0.0361,0.4216,7083.3317,8,8.86549965509619
"559","charter",268.272,268.272,17.496,52.496,0.5333,0.4522,0.0156,0.0058,5416.6667,5,8.59723590524362
"560","charter",341.872,341.872,22.296,57.296,0.5333,0.4522,0.1665,0.3975,7083.3317,8,8.86549965509619
"561","beach",17.496,17.496,78.732,107.732,0.0678,0.0789,0.0014,0.0029,5416.6667,9,8.59723590524362
"562","charter",194.672,194.672,12.696,47.696,0.5333,0.4522,0.0051,1.0266,3749.9999,10,8.22951109229779
"563","boat",67.712,67.712,12.696,36.696,0.1049,0.0451,2e-04,0.0021,3749.9999,4,8.22951109229779
"564","boat",67.712,67.712,12.696,36.696,0.1049,0.0079,0.0613,0.3087,3749.9999,2,8.22951109229779
"565","boat",42.112,42.112,7.896,31.896,0.1049,0.0451,0.0023,0.0046,2083.3332,10,7.64172439006234
"566","boat",157.872,157.872,10.296,45.296,0.5333,0.4522,0.2413,1.0266,2916.6666,8,7.97819666782641
"567","pier",12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3749.9999,9,8.22951109229779
"568","beach",89.532,89.532,89.532,114.532,0.0678,0.0503,0.023,0.1648,6250.0013,10,8.74033695073043
"569","boat",46.332,46.332,46.332,71.332,0.0678,0.0052,0.1491,0.2421,2916.6666,10,7.97819666782641
"570","boat",106.112,106.112,19.896,43.896,0.1049,0.0451,0.0023,0.0046,6250.0013,2,8.74033695073043
"571","pier",22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7083.3317,5,8.86549965509619
"572","charter",121.072,121.072,7.896,42.896,0.5333,0.4522,0.2413,1.0266,2083.3332,10,7.64172439006234
"573","charter",121.072,121.072,7.896,42.896,0.5333,0.4522,0.1665,0.3975,2083.3332,9,7.64172439006234
"574","boat",93.312,93.312,17.496,41.496,0.1049,0.0451,0.1574,0.4671,5416.6667,8,8.59723590524362
"575","boat",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,8,7.97819666782641
"576","boat",80.512,80.512,15.096,39.096,0.1049,0.0079,0.0613,0.3087,4583.332,2,8.43018152351747
"577","boat",67.712,67.712,12.696,36.696,0.1049,0.0451,0.0023,0.0046,3749.9999,1,8.22951109229779
"578","charter",54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,9,7.97819666782641
"579","boat",415.472,415.472,27.096,62.096,0.5333,0.4522,0.0156,0.0058,8750.001,2,9.07680909363737
"580","charter",95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,4,7.13089867029633
"581","beach",37.896,37.896,170.532,199.532,0.0678,0.0789,0.0014,0.0029,12499.998,4,9.43348376329038
"582","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,2,7.64172439006234
"583","charter",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,6,7.97819666782641
"584","charter",268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667,1,8.59723590524362
"585","boat",157.872,157.872,10.296,45.296,0.5333,0.4522,0.0051,1.0266,2916.6666,8,7.97819666782641
"586","boat",157.872,157.872,10.296,45.296,0.5333,0.4522,0.0156,0.0058,2916.6666,4,7.97819666782641
"587","boat",80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,3,8.43018152351747
"588","beach",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,2,7.97819666782641
"589","charter",106.112,106.112,305.072,330.072,0.2537,0.1498,0.0531,0.0052,6250.0013,3,8.74033695073043
"590","charter",157.872,157.872,10.296,45.296,0.5333,0.4522,0.1665,0.3975,2916.6666,6,7.97819666782641
"591","boat",89.532,89.532,106.112,135.612,0.0678,0.0503,0.0143,0.0289,6250.0013,5,8.74033695073043
"592","boat",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,2,7.97819666782641
"593","boat",231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,7,8.43018152351747
"594","boat",268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667,7,8.59723590524362
"595","charter",157.312,157.312,29.496,53.496,0.1049,0.0451,0.0023,0.0046,9583.3357,9,9.16778100451388
"596","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,7,7.64172439006234
"597","charter",231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,3,8.43018152351747
"598","boat",341.872,341.872,22.296,57.296,0.5333,0.0069,0.0361,0.4216,7083.3317,10,8.86549965509619
"599","boat",80.512,80.512,15.096,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,5,8.43018152351747
"600","charter",344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013,1,8.74033695073043
"601","charter",220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,9,8.22951109229779
"602","charter",122.472,122.472,33.534,57.534,0.1049,0.0079,0.0613,0.3087,5416.6667,3,8.59723590524362
"603","charter",72.072,72.072,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7,7.97819666782641
"604","beach",5.934,5.934,7.74,36.74,0.0678,0.0789,0.0014,0.0029,416.66668,6,6.03228657362824
"605","charter",136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2083.3332,10,7.64172439006234
"606","charter",136.864,136.864,15.134,50.134,0.5333,0.4522,0.0156,0.0058,2083.3332,9,7.64172439006234
"607","boat",136.864,136.864,15.134,50.134,0.5333,0.4522,0.2413,1.0266,2083.3332,6,7.64172439006234
"608","charter",95.264,95.264,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,9,7.13089867029633
"609","boat",223.272,223.272,61.134,85.134,0.1049,0.0079,0.0613,0.3087,10416.666,1,9.25116230249644
"610","boat",386.464,386.464,42.734,77.734,0.5333,0.0069,0.0361,0.4216,7083.3317,9,8.86549965509619
"611","charter",303.264,303.264,33.534,68.534,0.5333,0.4522,0.2413,1.0266,5416.6667,4,8.59723590524362
"612","beach",24.334,24.334,31.74,60.74,0.0678,0.0789,0.1643,0.5391,3749.9999,3,8.22951109229779
"613","charter",72.072,72.072,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666,4,7.97819666782641
"614","boat",265.272,265.272,72.634,96.634,0.1049,0.0079,0.0613,0.3087,12499.998,1,9.43348376329038
"615","boat",178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666,9,7.97819666782641
"616","charter",54.912,54.912,10.296,34.296,0.1049,0.0451,0.1574,0.4671,2916.6666,1,7.97819666782641
"617","pier",22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7083.3317,5,8.86549965509619
"618","boat",581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,4,9.43348376329038
"619","boat",67.712,67.712,12.696,36.696,0.1049,0.0451,0.1574,0.4671,3749.9999,5,8.22951109229779
"620","boat",93.312,93.312,17.496,41.496,0.1049,0.0451,0.0238,0.0468,5416.6667,10,8.59723590524362
"621","beach",93.312,93.312,93.312,111.812,0.2537,0.1498,0.0233,0.0219,5416.6667,8,8.59723590524362
"622","charter",220.064,220.064,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,2,8.22951109229779
"623","charter",178.464,178.464,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666,1,7.97819666782641
"624","boat",265.272,265.272,72.634,96.634,0.1049,0.0451,0.1574,0.4671,12499.998,6,9.43348376329038
"625","pier",56.534,56.534,73.74,102.74,0.0678,0.0789,0.1643,0.5391,9583.3357,5,9.16778100451388
"626","charter",122.472,122.472,33.534,57.534,0.1049,0.0451,0.0238,0.0468,5416.6667,1,8.59723590524362
"627","beach",15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2083.3332,1,7.64172439006234
"628","boat",261.664,261.664,28.934,63.934,0.5333,0.0069,0.0361,0.4216,4583.332,3,8.43018152351747
"629","beach",42.734,42.734,55.74,84.74,0.0678,0.0789,0.1643,0.5391,7083.3317,8,8.86549965509619
"630","boat",189.672,189.672,51.934,75.934,0.1049,0.0451,0.0023,0.0046,8750.001,1,9.07680909363737
"631","boat",344.864,344.864,38.134,73.134,0.5333,0.4522,0.2413,1.0266,6250.0013,7,8.74033695073043
"632","boat",54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,6,7.97819666782641
"633","boat",157.872,157.872,10.296,45.296,0.5333,0.0069,0.0361,0.4216,2916.6666,6,7.97819666782641
"634","charter",415.472,415.472,27.096,62.096,0.5333,0.0069,0.0361,0.4216,8750.001,7,9.07680909363737
"635","boat",581.072,581.072,37.896,72.896,0.5333,0.4522,0.0156,0.0058,12499.998,10,9.43348376329038
"636","charter",378.672,378.672,24.696,59.696,0.5333,0.4522,0.1665,0.3975,7916.6663,5,8.97672547447889
"637","boat",19.896,19.896,106.112,141.112,0.0678,0.0025,0.0108,0.2377,6250.0013,8,8.74033695073043
"638","charter",67.712,67.712,12.696,36.696,0.1049,0.0451,0.0238,0.0468,3749.9999,2,8.22951109229779
"639","pier",17.496,17.496,78.732,107.732,0.0678,0.0025,0.0499,0.2421,5416.6667,2,8.59723590524362
"640","boat",452.272,452.272,29.496,64.496,0.5333,0.4522,0.2413,1.0266,9583.3357,3,9.16778100451388
"641","charter",93.312,93.312,17.496,41.496,0.1049,0.0079,0.0613,0.3087,5416.6667,4,8.59723590524362
"642","pier",12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3749.9999,1,8.22951109229779
"643","boat",202.112,202.112,37.896,61.896,0.1049,0.0451,0.0023,0.0046,12499.998,4,9.43348376329038
"644","charter",489.072,489.072,31.896,66.896,0.5333,0.4522,0.2413,1.0266,10416.666,1,9.25116230249644
"645","boat",54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,5,7.97819666782641
"646","pier",5.496,5.496,24.732,53.732,0.0678,0.0025,0.0499,0.2421,1249.9998,1,7.13089867029633
"647","charter",10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666,1,7.97819666782641
"648","boat",12.696,12.696,67.712,102.712,0.0678,0.0789,0.0102,0.0209,3749.9999,4,8.22951109229779
"649","charter",231.472,231.472,15.096,50.096,0.5333,0.0069,0.0361,0.4216,4583.332,8,8.43018152351747
"650","beach",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,3,7.97819666782641
"651","boat",42.112,42.112,7.896,31.896,0.1049,0.0451,0.1574,0.4671,2083.3332,7,7.64172439006234
"652","charter",231.472,231.472,15.096,50.096,0.5333,0.4522,0.1665,0.3975,4583.332,2,8.43018152351747
"653","charter",121.072,121.072,7.896,42.896,0.5333,0.0069,0.0361,0.4216,2083.3332,6,7.64172439006234
"654","boat",231.472,231.472,15.096,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,5,8.43018152351747
"655","pier",10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,1,7.97819666782641
"656","beach",5.496,5.496,24.732,53.732,0.0678,0.0789,0.1643,0.5391,1249.9998,2,7.13089867029633
"657","boat",202.112,202.112,37.896,61.896,0.1049,0.0451,0.0238,0.0468,12499.998,8,9.43348376329038
"658","pier",78.732,78.732,78.732,103.732,0.0678,0.0503,0.2601,0.5391,5416.6667,3,8.59723590524362
"659","boat",268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,5,8.59723590524362
"660","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332,9,7.64172439006234
"661","pier",36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357,9,9.16778100451388
"662","charter",276.432,276.432,212.64,247.64,0.5333,0.0069,0.0361,0.4216,10416.666,6,9.25116230249644
"663","charter",100.016,100.016,9.87,39.37,0.0678,0.0052,0.0732,0.1726,2083.3332,1,7.64172439006234
"664","charter",193.232,193.232,148.64,183.64,0.5333,0.4522,0.2413,1.0266,7083.3317,7,8.86549965509619
"665","boat",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,10,7.64172439006234
"666","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,10,8.43018152351747
"667","beach",47.37,47.37,157.9,176.4,0.2537,0.1498,0.0233,0.0219,12499.998,2,9.43348376329038
"668","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666,10,7.97819666782641
"669","boat",252.64,252.64,47.37,82.37,0.0678,0.0789,0.0102,0.0209,12499.998,3,9.43348376329038
"670","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,6,8.43018152351747
"671","boat",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,1,7.97819666782641
"672","boat",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999,1,8.22951109229779
"673","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317,6,8.86549965509619
"674","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,9,8.22951109229779
"675","charter",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001,9,9.07680909363737
"676","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332,7,7.64172439006234
"677","charter",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332,8,8.43018152351747
"678","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,9,8.86549965509619
"679","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,8,8.86549965509619
"680","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,10,8.43018152351747
"681","charter",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,8,7.97819666782641
"682","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8,8.43018152351747
"683","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,10,8.43018152351747
"684","charter",132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,9,8.74033695073043
"685","charter",36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998,7,7.13089867029633
"686","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332,8,7.64172439006234
"687","beach",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666,4,7.97819666782641
"688","pier",47.37,47.37,157.9,176.4,0.2537,0.1498,0.2339,0.6288,12499.998,4,9.43348376329038
"689","beach",27.87,27.87,92.9,111.4,0.2537,0.1498,0.2339,0.6288,7083.3317,7,8.86549965509619
"690","pier",18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332,2,8.43018152351747
"691","charter",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0016,0.1176,3749.9999,5,8.22951109229779
"692","charter",164.64,164.64,30.87,65.87,0.0678,0.0789,0.0897,1.0905,7916.6663,6,8.97672547447889
"693","boat",191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,10,8.43018152351747
"694","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,7,8.22951109229779
"695","charter",24.87,24.87,172.432,197.432,0.2537,0.1498,0.6817,2.3014,6250.0013,7,8.74033695073043
"696","beach",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0082,0.0044,2916.6666,5,7.97819666782641
"697","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,5,8.59723590524362
"698","pier",33.87,33.87,112.9,131.4,0.2537,0.1498,0.2339,0.6288,8750.001,10,9.07680909363737
"699","boat",252.016,252.016,24.87,54.37,0.0678,0.0503,0.0016,0.1176,6250.0013,9,8.74033695073043
"700","boat",252.016,252.016,24.87,54.37,0.0678,0.0503,0.0143,0.0289,6250.0013,7,8.74033695073043
"701","pier",24.87,24.87,82.9,101.4,0.2537,0.1498,0.2339,0.6288,6250.0013,9,8.74033695073043
"702","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,10,8.43018152351747
"703","charter",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,1,8.43018152351747
"704","boat",100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,6,8.43018152351747
"705","pier",6.87,6.87,22.9,41.4,0.2537,0.1498,0.0233,0.0219,1249.9998,7,7.13089867029633
"706","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999,1,8.22951109229779
"707","boat",221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,6,8.43018152351747
"708","beach",27.87,27.87,120.77,139.27,0.2537,0.1498,0.0233,0.0219,7083.3317,3,8.86549965509619
"709","beach",9.87,9.87,42.77,61.27,0.2537,0.1498,0.0233,0.0219,2083.3332,2,7.64172439006234
"710","pier",9.87,9.87,42.77,61.27,0.2537,0.1498,0.2339,0.6288,2083.3332,6,7.64172439006234
"711","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999,10,8.22951109229779
"712","beach",18.87,18.87,81.77,100.27,0.2537,0.1498,0.2339,0.6288,4583.332,3,8.43018152351747
"713","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,3,8.59723590524362
"714","beach",21.87,21.87,72.9,91.4,0.2537,0.1498,0.2339,0.6288,5416.6667,9,8.59723590524362
"715","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666,5,7.97819666782641
"716","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666,7,7.97819666782641
"717","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,1,8.59723590524362
"718","charter",84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3749.9999,8,8.22951109229779
"719","charter",132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013,4,8.74033695073043
"720","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332,9,7.64172439006234
"721","boat",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332,4,7.64172439006234
"722","charter",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317,10,8.86549965509619
